dataset,repetition,method,group,n,ks_to_marginal
superconductivity,13,ASR-TI,2,1418,0.0650654453621207
superconductivity,13,ASR-TI,3,1418,0.089188219655753
superconductivity,13,ASR-TI,4,1418,0.0420373565911231
superconductivity,13,ASR-TI,5,1417,0.059929738968591
superconductivity,13,CQR-TI,1,1418,0.374535549524373
superconductivity,13,CQR-TI,2,1418,0.148966564738751
superconductivity,13,CQR-TI,3,1418,0.0454393972584315
superconductivity,13,CQR-TI,4,1418,0.184426655970503
superconductivity,13,CQR-TI,5,1417,0.259737346906899
superconductivity,14,SR-TI,1,1418,0.0947687879730232
superconductivity,14,SR-TI,2,1418,0.0650833518864822
superconductivity,14,SR-TI,3,1418,0.0642284148289102
superconductivity,14,SR-TI,4,1418,0.0464745933279097
superconductivity,14,SR-TI,5,1417,0.0324394558826765
superconductivity,14,ASR-TI,1,1418,0.0946270279884945
superconductivity,14,ASR-TI,2,1418,0.0636717208826484
superconductivity,14,ASR-TI,3,1418,0.0660638335759667
superconductivity,14,ASR-TI,4,1418,0.0447598446589116
superconductivity,14,ASR-TI,5,1417,0.0315918795537691
superconductivity,14,CQR-TI,1,1418,0.400210521038077
superconductivity,14,CQR-TI,2,1418,0.202299058455053
superconductivity,14,CQR-TI,3,1418,0.0725750437565819
superconductivity,14,CQR-TI,4,1418,0.211372990713875
superconductivity,14,CQR-TI,5,1417,0.28984999969637
superconductivity,15,SR-TI,1,1418,0.21930637685156
superconductivity,15,SR-TI,2,1418,0.0843770350018832
superconductivity,15,SR-TI,3,1418,0.0645318309361471
superconductivity,15,SR-TI,4,1418,0.0481036891220451
superconductivity,15,SR-TI,5,1417,0.0678364693358851
superconductivity,15,ASR-TI,1,1418,0.219447340990561
superconductivity,15,ASR-TI,2,1418,0.0843770350018832
superconductivity,15,ASR-TI,3,1418,0.0645317314554562
superconductivity,15,ASR-TI,4,1418,0.0481036891220451
superconductivity,15,ASR-TI,5,1417,0.0679775329555775
superconductivity,15,CQR-TI,1,1418,0.372138064873746
superconductivity,15,CQR-TI,2,1418,0.214997768648103
superconductivity,15,CQR-TI,3,1418,0.0900622570059774
superconductivity,15,CQR-TI,4,1418,0.215317400107956
superconductivity,15,CQR-TI,5,1417,0.27313122311317
superconductivity,16,SR-TI,1,1418,0.223964361241447
superconductivity,16,SR-TI,2,1418,0.0801679074893242
superconductivity,16,SR-TI,3,1418,0.0739402172777667
superconductivity,16,SR-TI,4,1418,0.0568532148478513
superconductivity,16,SR-TI,5,1417,0.0596611506510678
superconductivity,16,ASR-TI,1,1418,0.223258247297458
superconductivity,16,ASR-TI,2,1418,0.0766422123232303
superconductivity,16,ASR-TI,3,1418,0.0767576099246712
superconductivity,16,ASR-TI,4,1418,0.0557241090061661
superconductivity,16,ASR-TI,5,1417,0.0581098490380347
superconductivity,16,CQR-TI,1,1418,0.363248569815847
superconductivity,16,CQR-TI,2,1418,0.230088989457235
superconductivity,16,CQR-TI,3,1418,0.0951379608169434
superconductivity,16,CQR-TI,4,1418,0.248038091554467
superconductivity,16,CQR-TI,5,1417,0.256520757904864
superconductivity,17,SR-TI,1,1418,0.0908010006165813
superconductivity,17,SR-TI,2,1418,0.0408616937860978
superconductivity,17,SR-TI,3,1418,0.0616883743482274
superconductivity,17,SR-TI,4,1418,0.0357197358349942
superconductivity,17,SR-TI,5,1417,0.0355392716836536
superconductivity,17,ASR-TI,1,1418,0.0906599369968888
superconductivity,17,ASR-TI,2,1418,0.0407214260119325
superconductivity,17,ASR-TI,3,1418,0.0615474102092258
superconductivity,17,ASR-TI,4,1418,0.0355787716959926
superconductivity,17,ASR-TI,5,1417,0.0356807335069302
superconductivity,17,CQR-TI,1,1418,0.369455965966462
superconductivity,17,CQR-TI,2,1418,0.20102719782193
superconductivity,17,CQR-TI,3,1418,0.0805565785486603
superconductivity,17,CQR-TI,4,1418,0.218989928773815
superconductivity,17,CQR-TI,5,1417,0.27413618940872
superconductivity,18,SR-TI,1,1418,0.13944606365849
superconductivity,18,SR-TI,2,1418,0.0711530667608947
superconductivity,18,SR-TI,3,1418,0.0542036461264905
superconductivity,18,SR-TI,4,1418,0.022006024152718
superconductivity,18,SR-TI,5,1417,0.0424255058156141
superconductivity,18,ASR-TI,1,1418,0.140041256632129
superconductivity,18,ASR-TI,2,1418,0.0748168411259543
superconductivity,18,ASR-TI,3,1418,0.0539293778616865
superconductivity,18,ASR-TI,4,1418,0.0222881513921029
superconductivity,18,ASR-TI,5,1417,0.0431543179255425
superconductivity,18,CQR-TI,1,1418,0.379336786109153
superconductivity,18,CQR-TI,2,1418,0.213725410611526
superconductivity,18,CQR-TI,3,1418,0.0889311615504742
superconductivity,18,CQR-TI,4,1418,0.235481041865255
superconductivity,18,CQR-TI,5,1417,0.269177061522354
superconductivity,19,SR-TI,1,1418,0.0318015893433101
superconductivity,19,SR-TI,2,1418,0.0570453120619741
superconductivity,19,SR-TI,3,1418,0.0339393299100038
superconductivity,19,SR-TI,4,1418,0.0335292705021247
superconductivity,19,SR-TI,5,1417,0.0812974428460884
superconductivity,19,ASR-TI,1,1418,0.0284160624706905
superconductivity,19,ASR-TI,2,1418,0.0552094953921539
superconductivity,19,ASR-TI,3,1418,0.0333751749119248
superconductivity,19,ASR-TI,4,1418,0.0338087117628556
superconductivity,19,ASR-TI,5,1417,0.0797405663828769
superconductivity,19,CQR-TI,1,1418,0.39456489234896
superconductivity,19,CQR-TI,2,1418,0.221204965837336
superconductivity,19,CQR-TI,3,1418,0.0823913009308806
superconductivity,19,CQR-TI,4,1418,0.2615806964484
superconductivity,19,CQR-TI,5,1417,0.286805235540904
superconductivity,20,SR-TI,1,1418,0.121392208393743
superconductivity,20,SR-TI,2,1418,0.04056593769206
superconductivity,20,SR-TI,3,1418,0.0849802859114849
superconductivity,20,SR-TI,4,1418,0.0626740290336386
superconductivity,20,SR-TI,5,1417,0.0422844421959216
superconductivity,20,ASR-TI,1,1418,0.116631559930849
superconductivity,20,ASR-TI,2,1418,0.0353493692227833
superconductivity,20,ASR-TI,3,1418,0.0852572401549432
superconductivity,20,ASR-TI,4,1418,0.0552010395334277
superconductivity,20,ASR-TI,5,1417,0.0479230049477791
superconductivity,20,CQR-TI,1,1418,0.368326462202013
superconductivity,20,CQR-TI,2,1418,0.240104108532638
superconductivity,20,CQR-TI,3,1418,0.0989515531024943
superconductivity,20,CQR-TI,4,1418,0.209102244463452
superconductivity,20,CQR-TI,5,1417,0.29787429967189
meps_expenditure,1,SR-TI,1,1044,0.0762452107279693
meps_expenditure,1,SR-TI,2,1044,0.0791187739463601
meps_expenditure,1,SR-TI,3,1044,0.053639846743295
meps_expenditure,1,SR-TI,4,1044,0.0494252873563218
meps_expenditure,1,SR-TI,5,1044,0.0931034482758621
meps_expenditure,1,ASR-TI,1,1044,0.0762452107279693
meps_expenditure,1,ASR-TI,2,1044,0.0791187739463601
meps_expenditure,1,ASR-TI,3,1044,0.053639846743295
meps_expenditure,1,ASR-TI,4,1044,0.0494252873563218
meps_expenditure,1,ASR-TI,5,1044,0.0931034482758621
meps_expenditure,1,CQR-TI,1,1044,0.145402298850575
meps_expenditure,1,CQR-TI,2,1044,0.0873563218390804
meps_expenditure,1,CQR-TI,3,1044,0.0342911877394636
meps_expenditure,1,CQR-TI,4,1044,0.0467432950191571
meps_expenditure,1,CQR-TI,5,1044,0.192911877394636
meps_expenditure,2,SR-TI,1,1044,0.0490421455938698
meps_expenditure,2,SR-TI,2,1044,0.0860153256704981
meps_expenditure,2,SR-TI,3,1044,0.0423371647509578
meps_expenditure,2,SR-TI,4,1044,0.0385057471264368
meps_expenditure,2,SR-TI,5,1044,0.141379310344828
meps_expenditure,2,ASR-TI,1,1044,0.0544061302681993
meps_expenditure,2,ASR-TI,2,1044,0.0879310344827586
meps_expenditure,2,ASR-TI,3,1044,0.0457854406130268
meps_expenditure,2,ASR-TI,4,1044,0.0398467432950191
meps_expenditure,2,ASR-TI,5,1044,0.130459770114943
meps_expenditure,2,CQR-TI,1,1044,0.131992337164751
meps_expenditure,2,CQR-TI,2,1044,0.0915708812260536
meps_expenditure,2,CQR-TI,3,1044,0.0666666666666667
meps_expenditure,2,CQR-TI,4,1044,0.064367816091954
meps_expenditure,2,CQR-TI,5,1044,0.219731800766284
meps_expenditure,3,SR-TI,1,1044,0.0415708812260537
meps_expenditure,3,SR-TI,2,1044,0.107471264367816
meps_expenditure,3,SR-TI,3,1044,0.046360153256705
meps_expenditure,3,SR-TI,4,1044,0.0346743295019157
meps_expenditure,3,SR-TI,5,1044,0.150191570881226
meps_expenditure,3,ASR-TI,1,1044,0.0486590038314176
meps_expenditure,3,ASR-TI,2,1044,0.11360153256705
meps_expenditure,3,ASR-TI,3,1044,0.031992337164751
meps_expenditure,3,ASR-TI,4,1044,0.035632183908046
meps_expenditure,3,ASR-TI,5,1044,0.137931034482759
meps_expenditure,3,CQR-TI,1,1044,0.150383141762452
meps_expenditure,3,CQR-TI,2,1044,0.0739463601532567
meps_expenditure,3,CQR-TI,3,1044,0.0524904214559387
meps_expenditure,3,CQR-TI,4,1044,0.0505747126436781
meps_expenditure,3,CQR-TI,5,1044,0.228352490421456
meps_expenditure,4,SR-TI,1,1044,0.0306513409961686
meps_expenditure,4,SR-TI,2,1044,0.0599616858237548
meps_expenditure,4,SR-TI,3,1044,0.0229885057471265
meps_expenditure,4,SR-TI,4,1044,0.0279693486590038
meps_expenditure,4,SR-TI,5,1044,0.0704980842911878
meps_expenditure,4,ASR-TI,1,1044,0.042528735632184
meps_expenditure,4,ASR-TI,2,1044,0.0590038314176246
meps_expenditure,4,ASR-TI,3,1044,0.021264367816092
meps_expenditure,4,ASR-TI,4,1044,0.0260536398467433
meps_expenditure,4,ASR-TI,5,1044,0.0681992337164751
meps_expenditure,4,CQR-TI,1,1044,0.126628352490421
meps_expenditure,4,CQR-TI,2,1044,0.0718390804597702
meps_expenditure,4,CQR-TI,3,1044,0.0649425287356322
meps_expenditure,4,CQR-TI,4,1044,0.0590038314176245
meps_expenditure,4,CQR-TI,5,1044,0.156896551724138
meps_expenditure,5,SR-TI,1,1044,0.0411877394636015
meps_expenditure,5,SR-TI,2,1044,0.0626436781609195
meps_expenditure,5,SR-TI,3,1044,0.0494252873563218
meps_expenditure,5,SR-TI,4,1044,0.0287356321839081
meps_expenditure,5,SR-TI,5,1044,0.108045977011494
meps_expenditure,5,ASR-TI,1,1044,0.0478927203065135
meps_expenditure,5,ASR-TI,2,1044,0.0591954022988506
meps_expenditure,5,ASR-TI,3,1044,0.0308429118773946
meps_expenditure,5,ASR-TI,4,1044,0.0363984674329502
meps_expenditure,5,ASR-TI,5,1044,0.0963601532567049
meps_expenditure,5,CQR-TI,1,1044,0.149616858237548
meps_expenditure,5,CQR-TI,2,1044,0.0674329501915709
meps_expenditure,5,CQR-TI,3,1044,0.0369731800766284
meps_expenditure,5,CQR-TI,4,1044,0.0591954022988506
meps_expenditure,5,CQR-TI,5,1044,0.161685823754789
meps_expenditure,6,SR-TI,1,1044,0.0645593869731801
meps_expenditure,6,SR-TI,2,1044,0.0632183908045977
meps_expenditure,6,SR-TI,3,1044,0.0337164750957855
meps_expenditure,6,SR-TI,4,1044,0.0442528735632184
meps_expenditure,6,SR-TI,5,1044,0.0664750957854406
meps_expenditure,6,ASR-TI,1,1044,0.0754789272030652
meps_expenditure,6,ASR-TI,2,1044,0.0580459770114943
meps_expenditure,6,ASR-TI,3,1044,0.0314176245210728
meps_expenditure,6,ASR-TI,4,1044,0.0484674329501916
meps_expenditure,6,ASR-TI,5,1044,0.071455938697318
meps_expenditure,6,CQR-TI,1,1044,0.127969348659004
meps_expenditure,6,CQR-TI,2,1044,0.0867816091954023
meps_expenditure,6,CQR-TI,3,1044,0.0473180076628352
meps_expenditure,6,CQR-TI,4,1044,0.0678160919540231
meps_expenditure,6,CQR-TI,5,1044,0.136015325670498
meps_expenditure,7,SR-TI,1,1044,0.0478927203065134
meps_expenditure,7,SR-TI,2,1044,0.063984674329502
meps_expenditure,7,SR-TI,3,1044,0.0549808429118774
meps_expenditure,7,SR-TI,4,1044,0.0252873563218391
meps_expenditure,7,SR-TI,5,1044,0.0917624521072797
meps_expenditure,7,ASR-TI,1,1044,0.0593869731800766
meps_expenditure,7,ASR-TI,2,1044,0.0607279693486589
meps_expenditure,7,ASR-TI,3,1044,0.0419540229885058
meps_expenditure,7,ASR-TI,4,1044,0.0377394636015326
meps_expenditure,7,ASR-TI,5,1044,0.0846743295019157
meps_expenditure,7,CQR-TI,1,1044,0.132183908045977
meps_expenditure,7,CQR-TI,2,1044,0.0793103448275861
meps_expenditure,7,CQR-TI,3,1044,0.075287356321839
meps_expenditure,7,CQR-TI,4,1044,0.038888888888889
meps_expenditure,7,CQR-TI,5,1044,0.174712643678161
meps_expenditure,8,SR-TI,1,1044,0.0586206896551724
meps_expenditure,8,SR-TI,2,1044,0.0745210727969349
meps_expenditure,8,SR-TI,3,1044,0.0339080459770115
meps_expenditure,8,SR-TI,4,1044,0.0314176245210728
meps_expenditure,8,SR-TI,5,1044,0.0764367816091954
meps_expenditure,8,ASR-TI,1,1044,0.0657088122605364
meps_expenditure,8,ASR-TI,2,1044,0.0687739463601533
meps_expenditure,8,ASR-TI,3,1044,0.0237547892720306
meps_expenditure,8,ASR-TI,4,1044,0.0377394636015326
meps_expenditure,8,ASR-TI,5,1044,0.071647509578544
meps_expenditure,8,CQR-TI,1,1044,0.145785440613027
meps_expenditure,8,CQR-TI,2,1044,0.0584291187739463
meps_expenditure,8,CQR-TI,3,1044,0.05
meps_expenditure,8,CQR-TI,4,1044,0.0482758620689655
meps_expenditure,8,CQR-TI,5,1044,0.163793103448276
meps_expenditure,9,SR-TI,1,1044,0.123371647509579
meps_expenditure,9,SR-TI,2,1044,0.0689655172413793
meps_expenditure,9,SR-TI,3,1044,0.0314176245210728
meps_expenditure,9,SR-TI,4,1044,0.0482758620689655
meps_expenditure,9,SR-TI,5,1044,0.10095785440613
meps_expenditure,9,ASR-TI,1,1044,0.123371647509579
meps_expenditure,9,ASR-TI,2,1044,0.0689655172413793
meps_expenditure,9,ASR-TI,3,1044,0.0314176245210728
meps_expenditure,9,ASR-TI,4,1044,0.0482758620689655
meps_expenditure,9,ASR-TI,5,1044,0.10095785440613
meps_expenditure,9,CQR-TI,1,1044,0.138697318007663
meps_expenditure,9,CQR-TI,2,1044,0.0590038314176246
meps_expenditure,9,CQR-TI,3,1044,0.0492337164750959
meps_expenditure,9,CQR-TI,4,1044,0.0471264367816092
meps_expenditure,9,CQR-TI,5,1044,0.138314176245211
meps_expenditure,10,SR-TI,1,1044,0.0810344827586207
meps_expenditure,10,SR-TI,2,1044,0.0796934865900384
meps_expenditure,10,SR-TI,3,1044,0.0331417624521073
meps_expenditure,10,SR-TI,4,1044,0.0342911877394636
meps_expenditure,10,SR-TI,5,1044,0.0940613026819923
meps_expenditure,10,ASR-TI,1,1044,0.0810344827586207
meps_expenditure,10,ASR-TI,2,1044,0.0796934865900384
meps_expenditure,10,ASR-TI,3,1044,0.0331417624521073
meps_expenditure,10,ASR-TI,4,1044,0.0342911877394636
meps_expenditure,10,ASR-TI,5,1044,0.0940613026819923
meps_expenditure,10,CQR-TI,1,1044,0.150574712643678
meps_expenditure,10,CQR-TI,2,1044,0.078352490421456
meps_expenditure,10,CQR-TI,3,1044,0.0400383141762451
meps_expenditure,10,CQR-TI,4,1044,0.060727969348659
meps_expenditure,10,CQR-TI,5,1044,0.169348659003831
meps_expenditure,11,SR-TI,1,1044,0.132375478927203
meps_expenditure,11,SR-TI,2,1044,0.0726053639846743
meps_expenditure,11,SR-TI,3,1044,0.0701149425287356
meps_expenditure,11,SR-TI,4,1044,0.0601532567049808
meps_expenditure,11,SR-TI,5,1044,0.0921455938697317
meps_expenditure,11,ASR-TI,1,1044,0.132375478927203
meps_expenditure,11,ASR-TI,2,1044,0.0726053639846743
meps_expenditure,11,ASR-TI,3,1044,0.0701149425287356
meps_expenditure,11,ASR-TI,4,1044,0.0601532567049808
meps_expenditure,11,ASR-TI,5,1044,0.0921455938697317
meps_expenditure,11,CQR-TI,1,1044,0.125478927203065
meps_expenditure,11,CQR-TI,2,1044,0.0693486590038314
meps_expenditure,11,CQR-TI,3,1044,0.0795019157088123
meps_expenditure,11,CQR-TI,4,1044,0.0488505747126436
meps_expenditure,11,CQR-TI,5,1044,0.171264367816092
meps_expenditure,12,SR-TI,1,1044,0.082183908045977
meps_expenditure,12,SR-TI,2,1044,0.0900383141762453
meps_expenditure,12,SR-TI,3,1044,0.0388888888888889
meps_expenditure,12,SR-TI,4,1044,0.0601532567049808
meps_expenditure,12,SR-TI,5,1044,0.116858237547893
meps_expenditure,12,ASR-TI,1,1044,0.0829501915708812
meps_expenditure,12,ASR-TI,2,1044,0.0906130268199234
meps_expenditure,12,ASR-TI,3,1044,0.0373563218390804
meps_expenditure,12,ASR-TI,4,1044,0.0637931034482759
meps_expenditure,12,ASR-TI,5,1044,0.112068965517241
meps_expenditure,12,CQR-TI,1,1044,0.122030651340996
meps_expenditure,12,CQR-TI,2,1044,0.09272030651341
meps_expenditure,12,CQR-TI,3,1044,0.0591954022988506
meps_expenditure,12,CQR-TI,4,1044,0.0369731800766283
meps_expenditure,12,CQR-TI,5,1044,0.215325670498084
meps_expenditure,13,SR-TI,1,1044,0.0450191570881227
meps_expenditure,13,SR-TI,2,1044,0.100766283524904
meps_expenditure,13,SR-TI,3,1044,0.053831417624521
meps_expenditure,13,SR-TI,4,1044,0.0609195402298851
meps_expenditure,13,SR-TI,5,1044,0.0601532567049808
meps_expenditure,13,ASR-TI,1,1044,0.0582375478927203
meps_expenditure,13,ASR-TI,2,1044,0.0977011494252874
meps_expenditure,13,ASR-TI,3,1044,0.0561302681992336
meps_expenditure,13,ASR-TI,4,1044,0.0593869731800767
meps_expenditure,13,ASR-TI,5,1044,0.0574712643678161
meps_expenditure,13,CQR-TI,1,1044,0.129310344827586
meps_expenditure,13,CQR-TI,2,1044,0.105555555555556
meps_expenditure,13,CQR-TI,3,1044,0.0340996168582376
meps_expenditure,13,CQR-TI,4,1044,0.0584291187739463
meps_expenditure,13,CQR-TI,5,1044,0.172413793103448
meps_expenditure,14,SR-TI,1,1044,0.110344827586207
meps_expenditure,14,SR-TI,2,1044,0.0957854406130268
meps_expenditure,14,SR-TI,3,1044,0.0517241379310345
meps_expenditure,14,SR-TI,4,1044,0.0478927203065135
meps_expenditure,14,SR-TI,5,1044,0.0850574712643679
meps_expenditure,14,ASR-TI,1,1044,0.110344827586207
meps_expenditure,14,ASR-TI,2,1044,0.0957854406130268
meps_expenditure,14,ASR-TI,3,1044,0.0517241379310345
meps_expenditure,14,ASR-TI,4,1044,0.0478927203065135
meps_expenditure,14,ASR-TI,5,1044,0.0850574712643679
meps_expenditure,14,CQR-TI,1,1044,0.133716475095785
meps_expenditure,14,CQR-TI,2,1044,0.081992337164751
meps_expenditure,14,CQR-TI,3,1044,0.057088122605364
meps_expenditure,14,CQR-TI,4,1044,0.0549808429118774
meps_expenditure,14,CQR-TI,5,1044,0.153448275862069
meps_expenditure,15,SR-TI,1,1044,0.0768199233716475
meps_expenditure,15,SR-TI,2,1044,0.0802681992337165
meps_expenditure,15,SR-TI,3,1044,0.0413793103448276
meps_expenditure,15,SR-TI,4,1044,0.0580459770114943
meps_expenditure,15,SR-TI,5,1044,0.078544061302682
meps_expenditure,15,ASR-TI,1,1044,0.0795019157088123
meps_expenditure,15,ASR-TI,2,1044,0.074904214559387
meps_expenditure,15,ASR-TI,3,1044,0.0321839080459769
meps_expenditure,15,ASR-TI,4,1044,0.0599616858237548
meps_expenditure,15,ASR-TI,5,1044,0.0758620689655173
meps_expenditure,15,CQR-TI,1,1044,0.132950191570881
meps_expenditure,15,CQR-TI,2,1044,0.0727969348659003
meps_expenditure,15,CQR-TI,3,1044,0.0687739463601533
meps_expenditure,15,CQR-TI,4,1044,0.0434865900383142
meps_expenditure,15,CQR-TI,5,1044,0.172030651340996
meps_expenditure,16,SR-TI,1,1044,0.0408045977011494
meps_expenditure,16,SR-TI,2,1044,0.0865900383141762
meps_expenditure,16,SR-TI,3,1044,0.0651340996168582
meps_expenditure,16,SR-TI,4,1044,0.0649425287356322
meps_expenditure,16,SR-TI,5,1044,0.0969348659003831
meps_expenditure,16,ASR-TI,1,1044,0.0494252873563219
meps_expenditure,16,ASR-TI,2,1044,0.0823754789272031
meps_expenditure,16,ASR-TI,3,1044,0.04272030651341
meps_expenditure,16,ASR-TI,4,1044,0.0781609195402299
meps_expenditure,16,ASR-TI,5,1044,0.0950191570881226
meps_expenditure,16,CQR-TI,1,1044,0.142145593869732
meps_expenditure,16,CQR-TI,2,1044,0.071647509578544
meps_expenditure,16,CQR-TI,3,1044,0.0651340996168582
meps_expenditure,16,CQR-TI,4,1044,0.0657088122605364
meps_expenditure,16,CQR-TI,5,1044,0.196168582375479
meps_expenditure,17,SR-TI,1,1044,0.075095785440613
meps_expenditure,17,SR-TI,2,1044,0.0505747126436782
meps_expenditure,17,SR-TI,3,1044,0.0565134099616859
meps_expenditure,17,SR-TI,4,1044,0.0379310344827586
meps_expenditure,17,SR-TI,5,1044,0.0837164750957854
meps_expenditure,17,ASR-TI,1,1044,0.0814176245210728
meps_expenditure,17,ASR-TI,2,1044,0.046360153256705
meps_expenditure,17,ASR-TI,3,1044,0.0480842911877394
meps_expenditure,17,ASR-TI,4,1044,0.039463601532567
meps_expenditure,17,ASR-TI,5,1044,0.0867816091954022
meps_expenditure,17,CQR-TI,1,1044,0.138122605363985
meps_expenditure,17,CQR-TI,2,1044,0.05
meps_expenditure,17,CQR-TI,3,1044,0.0559386973180076
meps_expenditure,17,CQR-TI,4,1044,0.0584291187739464
meps_expenditure,17,CQR-TI,5,1044,0.157854406130268
meps_expenditure,18,SR-TI,1,1044,0.0440613026819923
meps_expenditure,18,SR-TI,2,1044,0.064176245210728
meps_expenditure,18,SR-TI,3,1044,0.0434865900383141
meps_expenditure,18,SR-TI,4,1044,0.0578544061302682
meps_expenditure,18,SR-TI,5,1044,0.0708812260536398
meps_expenditure,18,ASR-TI,1,1044,0.0484674329501916
meps_expenditure,18,ASR-TI,2,1044,0.0655172413793104
meps_expenditure,18,ASR-TI,3,1044,0.0415708812260537
meps_expenditure,18,ASR-TI,4,1044,0.063984674329502
meps_expenditure,18,ASR-TI,5,1044,0.0687739463601533
meps_expenditure,18,CQR-TI,1,1044,0.131417624521073
meps_expenditure,18,CQR-TI,2,1044,0.0729885057471265
meps_expenditure,18,CQR-TI,3,1044,0.0331417624521073
meps_expenditure,18,CQR-TI,4,1044,0.0517241379310345
meps_expenditure,18,CQR-TI,5,1044,0.149425287356322
meps_expenditure,19,SR-TI,1,1044,0.053639846743295
meps_expenditure,19,SR-TI,2,1044,0.0798850574712644
meps_expenditure,19,SR-TI,3,1044,0.0396551724137931
meps_expenditure,19,SR-TI,4,1044,0.0505747126436782
meps_expenditure,19,SR-TI,5,1044,0.103639846743295
meps_expenditure,19,ASR-TI,1,1044,0.0641762452107281
meps_expenditure,19,ASR-TI,2,1044,0.0777777777777778
meps_expenditure,19,ASR-TI,3,1044,0.0446360153256705
meps_expenditure,19,ASR-TI,4,1044,0.0544061302681992
meps_expenditure,19,ASR-TI,5,1044,0.0932950191570881
meps_expenditure,19,CQR-TI,1,1044,0.133524904214559
meps_expenditure,19,CQR-TI,2,1044,0.0724137931034483
meps_expenditure,19,CQR-TI,3,1044,0.0565134099616858
meps_expenditure,19,CQR-TI,4,1044,0.0436781609195402
meps_expenditure,19,CQR-TI,5,1044,0.2
meps_expenditure,20,SR-TI,1,1044,0.081800766283525
meps_expenditure,20,SR-TI,2,1044,0.0664750957854406
meps_expenditure,20,SR-TI,3,1044,0.0308429118773946
meps_expenditure,20,SR-TI,4,1044,0.039080459770115
meps_expenditure,20,SR-TI,5,1044,0.0593869731800766
meps_expenditure,20,ASR-TI,1,1044,0.081800766283525
meps_expenditure,20,ASR-TI,2,1044,0.0664750957854406
meps_expenditure,20,ASR-TI,3,1044,0.0308429118773946
meps_expenditure,20,ASR-TI,4,1044,0.039080459770115
meps_expenditure,20,ASR-TI,5,1044,0.0593869731800766
meps_expenditure,20,CQR-TI,1,1044,0.131417624521073
meps_expenditure,20,CQR-TI,2,1044,0.0415708812260537
meps_expenditure,20,CQR-TI,3,1044,0.0210727969348659
meps_expenditure,20,CQR-TI,4,1044,0.0563218390804599
meps_expenditure,20,CQR-TI,5,1044,0.121647509578544
meps_utilization,1,SR-TI,1,1044,0.0450191570881227
meps_utilization,1,SR-TI,2,1044,0.0256704980842912
meps_utilization,1,SR-TI,3,1044,0.0227969348659004
meps_utilization,1,SR-TI,4,1044,0.0367816091954023
meps_utilization,1,SR-TI,5,1044,0.0582375478927203
meps_utilization,1,ASR-TI,1,1044,0.0473180076628352
meps_utilization,1,ASR-TI,2,1044,0.0273946360153257
meps_utilization,1,ASR-TI,3,1044,0.0197318007662834
meps_utilization,1,ASR-TI,4,1044,0.0377394636015326
meps_utilization,1,ASR-TI,5,1044,0.0555555555555555
meps_utilization,1,CQR-TI,1,1044,0.171647509578544
meps_utilization,1,CQR-TI,2,1044,0.096551724137931
meps_utilization,1,CQR-TI,3,1044,0.0567049808429119
meps_utilization,1,CQR-TI,4,1044,0.0432950191570881
meps_utilization,1,CQR-TI,5,1044,0.251149425287356
meps_utilization,2,SR-TI,1,1044,0.0632183908045977
meps_utilization,2,SR-TI,2,1044,0.0409961685823755
meps_utilization,2,SR-TI,3,1044,0.0279693486590039
meps_utilization,2,SR-TI,4,1044,0.0344827586206897
meps_utilization,2,SR-TI,5,1044,0.0287356321839081
meps_utilization,2,ASR-TI,1,1044,0.0630268199233716
meps_utilization,2,ASR-TI,2,1044,0.0423371647509578
meps_utilization,2,ASR-TI,3,1044,0.0270114942528735
meps_utilization,2,ASR-TI,4,1044,0.0331417624521073
meps_utilization,2,ASR-TI,5,1044,0.0291187739463602
meps_utilization,2,CQR-TI,1,1044,0.159386973180077
meps_utilization,2,CQR-TI,2,1044,0.0747126436781609
meps_utilization,2,CQR-TI,3,1044,0.0530651340996169
meps_utilization,2,CQR-TI,4,1044,0.0325670498084291
meps_utilization,2,CQR-TI,5,1044,0.213218390804598
meps_utilization,3,SR-TI,1,1044,0.0335249042145594
meps_utilization,3,SR-TI,2,1044,0.035632183908046
meps_utilization,3,SR-TI,3,1044,0.0373563218390804
meps_utilization,3,SR-TI,4,1044,0.0187739463601532
meps_utilization,3,SR-TI,5,1044,0.0442528735632184
meps_utilization,3,ASR-TI,1,1044,0.0337164750957855
meps_utilization,3,ASR-TI,2,1044,0.0348659003831417
meps_utilization,3,ASR-TI,3,1044,0.0404214559386973
meps_utilization,3,ASR-TI,4,1044,0.0181992337164751
meps_utilization,3,ASR-TI,5,1044,0.0444444444444445
meps_utilization,3,CQR-TI,1,1044,0.195210727969349
meps_utilization,3,CQR-TI,2,1044,0.117816091954023
meps_utilization,3,CQR-TI,3,1044,0.0540229885057471
meps_utilization,3,CQR-TI,4,1044,0.085632183908046
meps_utilization,3,CQR-TI,5,1044,0.240996168582375
meps_utilization,4,SR-TI,1,1044,0.0796934865900384
meps_utilization,4,SR-TI,2,1044,0.0436781609195402
meps_utilization,4,SR-TI,3,1044,0.0331417624521073
meps_utilization,4,SR-TI,4,1044,0.0193486590038314
meps_utilization,4,SR-TI,5,1044,0.0837164750957854
meps_utilization,4,ASR-TI,1,1044,0.0900383141762453
meps_utilization,4,ASR-TI,2,1044,0.0411877394636015
meps_utilization,4,ASR-TI,3,1044,0.0308429118773946
meps_utilization,4,ASR-TI,4,1044,0.0203065134099617
meps_utilization,4,ASR-TI,5,1044,0.0873563218390804
meps_utilization,4,CQR-TI,1,1044,0.15536398467433
